   0.00000000       0.00000000    
   6.13592304E-02   2.82146473E-04
  0.122718461       2.23938795E-03
  0.184077695       7.46236835E-03
  0.245436922       1.73904896E-02
  0.306796163       3.32692116E-02
  0.368155390       5.61254360E-02
  0.429514617       8.67521539E-02
  0.490873843      0.125701904    
  0.552233100      0.173298106    
  0.613592327      0.229671329    
  0.674951553      0.294810236    
  0.736310780      0.368594497    
  0.797670007      0.450768918    
  0.859029233      0.540835440    
  0.920388460      0.637880087    
  0.981747687      0.740392685    
   1.04310691      0.846158981    
   1.10446620      0.952288926    
   1.16582537       1.05540049    
   1.22718465       1.15192604    
   1.28854382       1.23846447    
   1.34990311       1.31209457    
   1.41126227       1.37057638    
   1.47262156       1.41241395    
   1.53398085       1.43678904    
   1.59534001       1.44341826    
   1.65669930       1.43239915    
   1.71805847       1.40410197    
   1.77941775       1.35913789    
   1.84077692       1.29839742    
   1.90213621       1.22311950    
   1.96349537       1.13494134    
   2.02485466       1.03589141    
   2.08621383      0.928309083    
   2.14757299      0.814710677    
   2.20893240      0.697636783    
   2.27029157      0.579521418    
   2.33165073      0.462608844    
   2.39301014      0.348924667    
   2.45436931      0.240286306    
   2.51572847      0.138329253    
   2.57708764       4.45234589E-02
   2.63844705       3.98343876E-02
   2.69980621      0.113653861    
   2.76116538      0.176096708    
   2.82252455      0.226617545    
   2.88388395      0.264983535    
   2.94524312      0.291266531    
   3.00660229      0.305812418    
   3.06796169      0.309199721    
   3.12932086      0.302199721    
   3.19068003      0.285745710    
   3.25203919      0.260910779    
   3.31339860      0.228889108    
   3.37475777      0.190974355    
   3.43611693      0.148531809    
   3.49747610      0.102964722    
   3.55883551       5.56780547E-02
   3.62019467       8.04325007E-03
   3.68155384       3.86333242E-02
   3.74291301       8.31376687E-02
   3.80427241      0.124371804    
   3.86563158      0.161374971    
   3.92699075      0.193342954    
   3.98835015      0.219644830    
   4.04970932      0.239834934    
   4.11106873      0.253657550    
   4.17242765      0.261042774    
   4.23378706      0.262094468    
   4.29514599      0.257072747    
   4.35650539      0.246375605    
   4.41786480      0.230522022    
   4.47922373      0.210136920    
   4.54058313      0.185935840    
   4.60194254      0.158706620    
   4.66330147      0.129286051    
   4.72466087       9.85322893E-02
   4.78602028       6.72957301E-02
   4.84737921       3.63921374E-02
   4.90873861       6.58090552E-03
   4.97009754       2.14502085E-02
   5.03145695       4.70948182E-02
   5.09281635       6.98342845E-02
   5.15417528       8.92433822E-02
   5.21553469      0.104996726    
   5.27689409      0.116875798    
   5.33825302      0.124774165    
   5.39961243      0.128697962    
   5.46097183      0.128759295    
   5.52233076      0.125162795    
   5.58369017      0.118187882    
   5.64504910      0.108171314    
   5.70640850       9.54934880E-02
   5.76776791       8.05705190E-02
   5.82912683       6.38506114E-02
   5.89048624       4.58116718E-02
   5.95184565       2.69566476E-02
   6.01320457       7.80424662E-03
   6.07456398       1.11249965E-02
   6.13592339       2.93255486E-02
   6.19728231       4.63237539E-02
   6.25864172       6.16921112E-02
   6.32000065       7.50595331E-02
   6.38136005       8.61178488E-02
   6.44271946       9.46261436E-02
   6.50407839      0.100414738    
   6.56543779      0.103390075    
   6.62679720      0.103539854    
   6.68815613      0.100936465    
   6.74951553       9.57364440E-02
   6.81087446       8.81741494E-02
   6.87223387       7.85499960E-02
   6.93359327       6.72149584E-02
   6.99495220       5.45540415E-02
   7.05631161       4.09710035E-02
   7.11767101       2.68755313E-02
   7.17902994       1.26727466E-02
   7.24038935       1.24594243E-03
   7.30174875       1.45117110E-02
   7.36310768       2.67875232E-02
   7.42446709       3.77774052E-02
   7.48582602       4.72348221E-02
   7.54718542       5.49688414E-02
   7.60854483       6.08470887E-02
   7.66990376       6.47953153E-02
   7.73126316       6.67943656E-02
   7.79262257       6.68757856E-02
   7.85398149       6.51173517E-02
   7.91534090       6.16390072E-02
   7.97670031       5.65987714E-02
   8.03805923       5.01879677E-02
   8.09941864       4.26250733E-02
   8.16077805       3.41483988E-02
   8.22213745       2.50083860E-02
   8.28349590       1.54606355E-02
   8.34485531       5.76043315E-03
   8.40621471       3.84121947E-03
   8.46757412       1.31007507E-02
   8.52893353       2.17854436E-02
   8.59029198       2.96780858E-02
   8.65165138       3.65832075E-02
   8.71301079       4.23343964E-02
   8.77437019       4.68014516E-02
   8.83572960       4.98957597E-02
   8.89708900       5.15726842E-02
   8.95844746       5.18305935E-02
   9.01980686       5.07072657E-02
   9.08116627       4.82751466E-02
   9.14252567       4.46369834E-02
   9.20388508       3.99226435E-02
   9.26524353       3.42868716E-02
   9.32660294       2.79069338E-02
   9.38796234       2.09790040E-02
   9.44932175       1.37124425E-02
   9.51068115       6.32217666E-03
   9.57204056       9.79953329E-04
   9.63339901       7.99350999E-03
   9.69475842       1.45362001E-02
   9.75611782       2.04483327E-02
   9.81747723       2.55950671E-02
   9.87883663       2.98671592E-02
