   0.00000000      0.466115773      0.199315429      0.448997498      0.199315429       9.30362381E-03  0.199315429      0.448997498      0.199315429      0.466115773      0.731258810       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000      0.466115773      0.199315429      0.448997498      0.199315429       9.30362381E-03  0.199315429      0.448997498      0.199315429      0.466115773       13.6652260       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       18.0220814       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000      0.466115773      0.199315429      0.448997498      0.199315429       9.30362381E-03  0.199315429      0.448997498      0.199315429      0.466115773      0.731258810       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000       0.00000000      0.466115773      0.199315429      0.448997498      0.199315429       9.30362381E-03  0.199315429      0.448997498      0.199315429      0.466115773      0.466115773      0.199315429      0.448997498      0.199315429       9.30362381E-03  0.199315429      0.448997498      0.199315429      0.466115773    
   6.13592304E-02  0.465375155      0.198726520      0.447697282      0.198726520       9.58673563E-03  0.198726520      0.447697282      0.198726520      0.465375155      0.726772308       5.86381704E-02   1.32375220E-02   5.86381704E-02   5.86381704E-02   1.32375220E-02   5.86381704E-02  0.463974059      0.198047146      0.446793616      0.198047146       9.47792828E-03  0.198047146      0.446793616      0.198047146      0.463974059       13.7506008      0.622216225       9.59517341E-03   2.20820890E-03   9.59517341E-03  0.622216225       17.9897423      0.141984016       1.53607568E-02  0.141984016       9.59517341E-03   2.20820890E-03   9.59517341E-03  0.141984016       1.53607568E-02  0.141984016      0.465755254      0.197819725      0.448743939      0.197819725       9.42537095E-03  0.197819725      0.448743939      0.197819725      0.465755254      0.726772308       5.86381704E-02   1.32375220E-02   5.86381704E-02   5.86381704E-02   1.32375220E-02   5.86381704E-02  0.463974059      0.198047146      0.446793616      0.198047146       9.47792828E-03  0.198047146      0.446793616      0.198047146      0.463974059      0.465375155      0.198726520      0.447697282      0.198726520       9.58673563E-03  0.198726520      0.447697282      0.198726520      0.465375155    
  0.122718461      0.463089019      0.197044313      0.443844736      0.197044313       1.03503363E-02  0.197044313      0.443844736      0.197044313      0.463089019      0.713339448      0.116160303       2.60713678E-02  0.116160303      0.116160303       2.60713678E-02  0.116160303      0.457432836      0.194314957      0.440078318      0.194314957       1.00908494E-02  0.194314957      0.440078318      0.194314957      0.457432836       13.9735661       1.21118486       3.79056521E-02   9.08418372E-03   3.79056521E-02   1.21118486       17.8958321      0.283000916       3.05944197E-02  0.283000916       3.79056521E-02   9.08418372E-03   3.79056521E-02  0.283000916       3.05944197E-02  0.283000916      0.464832693      0.193390071      0.448158443      0.193390071       9.75927524E-03  0.193390071      0.448158443      0.193390071      0.464832693      0.713339448      0.116160303       2.60713678E-02  0.116160303      0.116160303       2.60713678E-02  0.116160303      0.457432836      0.194314957      0.440078318      0.194314957       1.00908494E-02  0.194314957      0.440078318      0.194314957      0.457432836      0.463089019      0.197044313      0.443844736      0.197044313       1.03503363E-02  0.197044313      0.443844736      0.197044313      0.463089019    
  0.184077695      0.458985448      0.194493905      0.437475532      0.194493905       1.13837412E-02  0.194493905      0.437475532      0.194493905      0.458985448      0.691066146      0.171508819       3.81855443E-02  0.171508819      0.171508819       3.81855443E-02  0.171508819      0.446600586      0.188318461      0.428995997      0.188318461       1.13608735E-02  0.188318461      0.428995997      0.188318461      0.446600586       14.2756214       1.73916423       8.35837275E-02   2.13103909E-02   8.35837275E-02   1.73916423       17.7488518      0.422311962       4.53660041E-02  0.422311962       8.35837275E-02   2.13103909E-02   8.35837275E-02  0.422311962       4.53660041E-02  0.422311962      0.463187009      0.186193556      0.447117925      0.186193556       1.02603883E-02  0.186193556      0.447117925      0.186193556      0.463187009      0.691066146      0.171508819       3.81855443E-02  0.171508819      0.171508819       3.81855443E-02  0.171508819      0.446600586      0.188318461      0.428995997      0.188318461       1.13608735E-02  0.188318461      0.428995997      0.188318461      0.446600586      0.458985448      0.194493905      0.437475532      0.194493905       1.13837412E-02  0.194493905      0.437475532      0.194493905      0.458985448    
  0.245436922      0.452737391      0.191366434      0.428689629      0.191366434       1.24631934E-02  0.191366434      0.428689629      0.191366434      0.452737391      0.660197496      0.223733932       4.94068488E-02  0.223733932      0.223733932       4.94068488E-02  0.223733932      0.431572974      0.180337101      0.413696021      0.180337101       1.35150682E-02  0.180337101      0.413696021      0.180337101      0.431572974       14.5926933       2.18807554      0.144618019       3.97767201E-02  0.144618019       2.18807554       17.5604897      0.559558213       5.89938834E-02  0.559558213      0.144618019       3.97767201E-02  0.144618019      0.559558213       5.89938834E-02  0.559558213      0.460815758      0.176490948      0.445652038      0.176490948       1.09691890E-02  0.176490948      0.445652038      0.176490948      0.460815758      0.660197496      0.223733932       4.94068488E-02  0.223733932      0.223733932       4.94068488E-02  0.223733932      0.431572974      0.180337101      0.413696021      0.180337101       1.35150682E-02  0.180337101      0.413696021      0.180337101      0.431572974      0.452737391      0.191366434      0.428689629      0.191366434       1.24631934E-02  0.191366434      0.428689629      0.191366434      0.452737391    
  0.306796163      0.444045216      0.187924922      0.417640448      0.187924922       1.34600084E-02  0.187924922      0.417640448      0.187924922      0.444045216      0.621187985      0.272027165       5.97076640E-02  0.272027165      0.272027165       5.97076640E-02  0.272027165      0.412570953      0.170669451      0.394460410      0.170669451       1.66739076E-02  0.170669451      0.394460410      0.170669451      0.412570953       14.8627186       2.55134463      0.218611345       6.52346760E-02  0.218611345       2.55134463       17.3426418      0.694781303       7.04300106E-02  0.694781303      0.218611345       6.52346760E-02  0.218611345      0.694781303       7.04300106E-02  0.694781303      0.457816273      0.164618343      0.443854183      0.164618343       1.20754084E-02  0.164618343      0.443854183      0.164618343      0.457816273      0.621187985      0.272027165       5.97076640E-02  0.272027165      0.272027165       5.97076640E-02  0.272027165      0.412570953      0.170669451      0.394460410      0.170669451       1.66739076E-02  0.170669451      0.394460410      0.170669451      0.412570953      0.444045216      0.187924922      0.417640448      0.187924922       1.34600084E-02  0.187924922      0.417640448      0.187924922      0.444045216    
  0.368155390      0.432729572      0.184324995      0.404548973      0.184324995       1.43830413E-02  0.184324995      0.404548973      0.184324995      0.432729572      0.574747503      0.315737337       6.91572204E-02  0.315737337      0.315737337       6.91572204E-02  0.315737337      0.389972061      0.159580261      0.371721625      0.159580261       2.08053514E-02  0.159580261      0.371721625      0.159580261      0.389972061       15.0332451       2.83311439      0.303050965       9.79074463E-02  0.303050965       2.83311439       17.1044903      0.828301013       7.83751607E-02  0.828301013      0.303050965       9.79074463E-02  0.303050965      0.828301013       7.83751607E-02  0.828301013      0.454449981      0.150971994      0.441927403      0.150971994       1.38781071E-02  0.150971994      0.441927403      0.150971994      0.454449981      0.574747503      0.315737337       6.91572204E-02  0.315737337      0.315737337       6.91572204E-02  0.315737337      0.389972061      0.159580261      0.371721625      0.159580261       2.08053514E-02  0.159580261      0.371721625      0.159580261      0.389972061      0.432729572      0.184324995      0.404548973      0.184324995       1.43830413E-02  0.184324995      0.404548973      0.184324995      0.432729572    
  0.429514617      0.418786138      0.180578142      0.389708400      0.180578142       1.53378071E-02  0.180578142      0.389708400      0.180578142      0.418786138      0.521837890      0.354370981       7.78417364E-02  0.354370981      0.354370981       7.78417364E-02  0.354370981      0.364317894      0.147271886      0.346057445      0.147271886       2.57602651E-02  0.147271886      0.346057445      0.147271886      0.364317894       15.0672235       3.04521847      0.395507514      0.137196258      0.395507514       3.04521847       16.8504200      0.960479796       8.15058723E-02  0.960479796      0.395507514      0.137196258      0.395507514      0.960479796       8.15058723E-02  0.960479796      0.451151639      0.135998502      0.440197587      0.135998502       1.66517440E-02  0.135998502      0.440197587      0.135998502      0.451151639      0.521837890      0.354370981       7.78417364E-02  0.354370981      0.354370981       7.78417364E-02  0.354370981      0.364317894      0.147271886      0.346057445      0.147271886       2.57602651E-02  0.147271886      0.346057445      0.147271886      0.364317894      0.418786138      0.180578142      0.389708400      0.180578142       1.53378071E-02  0.180578142      0.389708400      0.180578142      0.418786138    
  0.490873843      0.402393579      0.176569611      0.373472124      0.176569611       1.64362136E-02  0.176569611      0.373472124      0.176569611      0.402393579      0.463613510      0.387582928       8.57852846E-02  0.387582928      0.387582928       8.57852846E-02  0.387582928      0.336285353      0.133887276      0.318155527      0.133887276       3.13479416E-02  0.133887276      0.318155527      0.133887276      0.336285353       14.9459934       3.20287943      0.493728936      0.181630850      0.493728936       3.20287943       16.5792618       1.09144151       7.87554234E-02   1.09144151      0.493728936      0.181630850      0.493728936       1.09144151       7.87554234E-02   1.09144151      0.448479056      0.120187342      0.439088792      0.120187342       2.04988215E-02  0.120187342      0.439088792      0.120187342      0.448479056      0.463613510      0.387582928       8.57852846E-02  0.387582928      0.387582928       8.57852846E-02  0.387582928      0.336285353      0.133887276      0.318155527      0.133887276       3.13479416E-02  0.133887276      0.318155527      0.133887276      0.336285353      0.402393579      0.176569611      0.373472124      0.176569611       1.64362136E-02  0.176569611      0.373472124      0.176569611      0.402393579    
  0.552233100      0.383884400      0.172121137      0.356221944      0.172121137       1.77157447E-02  0.172121137      0.356221944      0.172121137      0.383884400      0.401320845      0.415161818       9.29015502E-02  0.415161818      0.415161818       9.29015502E-02  0.415161818      0.306623310      0.119539171      0.288754791      0.119539171       3.73933874E-02  0.119539171      0.288754791      0.119539171      0.306623310       14.6693010       3.32034016      0.595628977      0.229131639      0.595628977       3.32034016       16.2849731       1.22082388       6.95718527E-02   1.22082388      0.595628977      0.229131639      0.595628977       1.22082388       6.95718527E-02   1.22082388      0.447015703      0.104059592      0.439063698      0.104059592       2.52816081E-02  0.104059592      0.439063698      0.104059592      0.447015703      0.401320845      0.415161818       9.29015502E-02  0.415161818      0.415161818       9.29015502E-02  0.415161818      0.306623310      0.119539171      0.288754791      0.119539171       3.73933874E-02  0.119539171      0.288754791      0.119539171      0.306623310      0.383884400      0.172121137      0.356221944      0.172121137       1.77157447E-02  0.172121137      0.356221944      0.172121137      0.383884400    
